player_id,player_name,position,team,p10,p25,p50,p75,p90,mean,p_10_plus,p_15_plus,p_20_plus,range_50,range_80,role_uncertainty,uncertainty,games_sample,same_team,team_change,rookie,prior_target_share,prior_rush_share,expected_team_pass_attempts,expected_team_rush_attempts,opponent,matchup_multiplier,matchup_source,opponent_points_allowed,league_points_allowed,calibration
00-0036963,Amon-Ra St. Brown,WR,DET,5.462412406313094,8.985066227278367,14.263919337521148,22.453469532549672,30.58660543042698,15.725577279727265,0.70125,0.4643,0.275,9.0–22.5,5.5–30.6,0.1249351562037394,low,82,1,0,0,0.2921341297492569,0.0076523945910651,34.23529411764706,26.0,NO,0.96372953680784,prior_points_allowed,30.97504592399069,32.31249226456602,walk_forward_conformal
00-0037840,Kyren Williams,RB,LA,5.145729818701671,8.689609382183331,13.922800221558967,21.996438606755504,28.64968217252168,15.412858517063578,0.72645,0.4559,0.2479,8.7–22.0,5.1–28.6,0.1095154893368242,low,53,1,0,0,0.0824447960751741,0.6193161602264188,35.1764705882353,27.352941176470587,SF,1.0211282932922328,prior_points_allowed,22.44147854839368,21.913128667046664,walk_forward_conformal
00-0031381,Davante Adams,WR,LA,4.4798552392846585,8.135561070096898,13.727863727133606,22.24044974970245,30.73564579132344,15.227696291070227,0.6649,0.4418,0.2682,8.1–22.2,4.5–30.7,0.1243393969553841,low,78,1,0,0,0.287608165606971,0.0009825602410094,35.1764705882353,27.352941176470587,SF,1.014864860477786,prior_points_allowed,32.86062293342042,32.31249226456602,walk_forward_conformal
00-0037239,Chris Olave,WR,NO,4.664164378003607,8.05606681584559,13.18584518853121,21.605731770753557,29.931719139169545,14.891569547082192,0.65285,0.42175,0.24985,8.1–21.6,4.7–29.9,0.1228906546669047,low,55,1,0,0,0.2647279475471177,0.002753398726553,34.76470588235294,25.58823529411765,DET,1.08,prior_points_allowed,36.92074131526309,32.31249226456602,walk_forward_conformal
00-0036275,D'Andre Swift,RB,CHI,4.821397588825656,7.893242972647859,12.889960078923115,20.62001258240822,26.651876120081624,14.29913331786333,0.6799,0.4057,0.20155,7.9–20.6,4.8–26.7,0.1132195440077339,low,76,1,0,0,0.104766290751252,0.4909697649471983,33.76470588235294,29.705882352941178,CAR,1.08,prior_points_allowed,25.327807486631013,21.913128667046664,walk_forward_conformal
00-0033288,George Kittle,TE,SF,3.640768322072381,7.023354584387011,12.362521973290466,19.423098133381508,26.230644262091197,14.112317417019,0.60835,0.38925,0.23135,7.0–19.4,3.6–26.2,0.1202544637457083,low,71,1,0,0,0.2077274380633021,0.0018453318344278,33.76470588235294,28.294117647058822,LA,1.0635799958839762,prior_points_allowed,13.572328754541374,12.652930716937783,walk_forward_conformal
00-0037248,James Cook,RB,BUF,4.388377389483192,7.582917838779474,12.672411583171298,20.498042628886093,26.806860755466047,14.101725300817826,0.6634,0.39255,0.19935,7.6–20.5,4.4–26.8,0.1070530282000624,low,66,1,0,0,0.0814028984139717,0.4910567892899434,29.11764705882353,32.1764705882353,HOU,0.9681956869318232,prior_points_allowed,21.117806261991262,21.913128667046664,walk_forward_conformal
00-0036410,Tee Higgins,WR,CIN,3.31442041754885,6.851558266583679,12.366668250134431,20.933074299104092,29.367718752557288,14.01160538284613,0.6062,0.3907,0.2309,6.9–20.9,3.3–29.4,0.120308417984087,low,67,1,0,0,0.2057630610940533,0.0,37.64705882352941,22.41176470588235,TB,1.0444096014815487,prior_points_allowed,33.95006327305384,32.31249226456602,walk_forward_conformal
00-0035676,A.J. Brown,WR,NE,4.144467231732619,7.397205629917027,12.419785349606784,20.270015227417748,28.08516620201746,13.880854341219186,0.61645,0.38275,0.21345,7.4–20.3,4.1–28.1,0.3503773005435971,medium,75,0,1,0,0.3009456411709622,0.0002325674572872,29.529411764705884,29.058823529411764,SEA,0.9416783806690948,prior_points_allowed,30.161925950116338,32.31249226456602,walk_forward_conformal
00-0038543,Jaxon Smith-Njigba,WR,SEA,4.169502251952116,7.249939632768991,11.984999577261064,19.611096379461245,27.2543881448112,13.43284098416432,0.6025,0.3577,0.1926,7.2–19.6,4.2–27.3,0.1394437642522887,low,51,1,0,0,0.2925244965841427,0.0114328532763227,28.294117647058822,29.823529411764707,NE,0.969154703521708,prior_points_allowed,31.175094909580768,32.31249226456602,walk_forward_conformal
00-0037247,George Pickens,WR,DAL,3.578293374889645,6.876743474740542,11.803785842729084,19.755514951627,27.728219995922707,13.365606455046144,0.5874,0.3583,0.19775,6.9–19.8,3.6–27.7,0.121596170087195,low,65,1,0,0,0.228350606118934,0.0023061873516837,36.705882352941174,27.352941176470587,NYG,1.0550534495614758,prior_points_allowed,34.34254725068376,32.31249226456602,walk_forward_conformal
00-0035719,Deebo Samuel Sr.,WR,SF,3.839494068470598,6.901602626394595,11.746570634833038,19.40702290278044,26.90566895306859,13.189020214971592,0.58885,0.3529,0.18645,6.9–19.4,3.8–26.9,0.3468010097596254,medium,75,0,1,0,0.2290308252408388,0.0729959564635074,33.76470588235294,28.294117647058822,LA,1.02867971772704,prior_points_allowed,33.370035514552804,32.31249226456602,walk_forward_conformal
00-0037238,Drake London,WR,ATL,3.791507633691243,6.8585089703069615,11.780621182861786,19.376668580511613,26.939631800093224,13.153689045024104,0.5868,0.35305,0.1881,6.9–19.4,3.8–26.9,0.1291287857419251,low,62,1,0,0,0.2787270070323102,0.0005126522577205,32.05882352941177,28.058823529411764,PIT,1.0407499442716754,prior_points_allowed,33.8151161366698,32.31249226456602,walk_forward_conformal
00-0038120,Breece Hall,RB,NYJ,4.51355800360036,7.276751861820944,11.794674287089329,19.010199744716584,24.5399586881274,13.123018283334554,0.62945,0.33485,0.14535,7.3–19.0,4.5–24.5,0.1162316444169217,low,56,1,0,0,0.1266590358188492,0.5785298566675899,29.058823529411764,26.823529411764707,TEN,0.970609371992099,prior_points_allowed,21.178164673225293,21.913128667046664,walk_forward_conformal
00-0036997,Javonte Williams,RB,DAL,4.058701212211032,6.8091042225139855,11.484288238749432,18.877792130710287,24.930302082985456,12.913772207568288,0.60455,0.32595,0.15095,6.8–18.9,4.1–24.9,0.1128934265824479,low,70,1,0,0,0.1084938491925425,0.4808520989223661,36.705882352941174,27.352941176470587,NYG,1.08,prior_points_allowed,24.674609135812545,21.913128667046664,walk_forward_conformal
00-0036554,Nico Collins,WR,HOU,3.461908516735649,6.572055597187051,11.435248330026315,18.985798079592616,26.885753838361826,12.873371526763004,0.56855,0.33675,0.17845,6.6–19.0,3.5–26.9,0.1240270748982987,low,66,1,0,0,0.2305595790939478,0.0022984423414555,34.23529411764706,27.941176470588236,BUF,0.9272328471125204,prior_points_allowed,29.625305904804673,32.31249226456602,walk_forward_conformal
00-0031408,Mike Evans,WR,SF,2.865746390380624,6.054783707644128,11.040393489692278,18.94320564693553,27.022191424378622,12.657036040858683,0.54795,0.32965,0.18165,6.1–18.9,2.9–27.0,0.345493370439713,medium,70,0,1,0,0.236300690858955,0.0001724534375718,33.76470588235294,28.294117647058822,LA,1.02867971772704,prior_points_allowed,33.370035514552804,32.31249226456602,walk_forward_conformal
